"","year","state","state_po","state_fips","state_cen","state_ic","office","candidate","party_detailed","writein","candidatevotes","totalvotes","version","notes","party_simplified"
"3744",2020,"ALABAMA","AL",1,63,41,"US PRESIDENT","","",TRUE,7312,2323282,20210113,NA,"OTHER"
"3745",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,153778,359530,20210113,NA,"DEMOCRAT"
"3746",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,189951,359530,20210113,NA,"REPUBLICAN"
"3747",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,8897,359530,20210113,NA,"LIBERTARIAN"
"3748",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","ALLIANCE",FALSE,318,359530,20210113,NA,"OTHER"
"3749",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,825,359530,20210113,NA,"OTHER"
"3750",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","JANOS, JAMES G. ""JESSE VENTURA""","GREEN",FALSE,2673,359530,20210113,NA,"OTHER"
"3751",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,1127,359530,20210113,NA,"OTHER"
"3752",2020,"ALASKA","AK",2,94,81,"US PRESIDENT","","",TRUE,1961,359530,20210113,NA,"OTHER"
"3753",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,1672143,3387326,20210113,NA,"DEMOCRAT"
"3754",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1661686,3387326,20210113,NA,"REPUBLICAN"
"3755",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,51465,3387326,20210113,NA,"LIBERTARIAN"
"3756",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",TRUE,190,3387326,20210113,NA,"OTHER"
"3757",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","CUMMINGS, DANIEL CLYDE","CONSTITUTION PARTY",TRUE,36,3387326,20210113,NA,"OTHER"
"3758",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,236,3387326,20210113,NA,"OTHER"
"3759",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","BODDIE, R. PRESIDENT","INDEPENDENT",TRUE,13,3387326,20210113,NA,"OTHER"
"3760",2020,"ARIZONA","AZ",4,86,61,"US PRESIDENT","HAWKINS, HOWIE","GREEN",TRUE,1557,3387326,20210113,NA,"OTHER"
"3761",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",FALSE,1713,1219069,20210113,NA,"OTHER"
"3762",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,2108,1219069,20210113,NA,"OTHER"
"3763",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,423932,1219069,20210113,NA,"DEMOCRAT"
"3764",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,2980,1219069,20210113,NA,"OTHER"
"3765",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,2141,1219069,20210113,NA,"OTHER"
"3766",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","GAMMON, C. L.","INDEPENDENT",FALSE,1475,1219069,20210113,NA,"OTHER"
"3767",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","WEST, KANYE","INDEPENDENT",FALSE,4099,1219069,20210113,NA,"OTHER"
"3768",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","COLLINS, PHIL","INDEPENDENT",FALSE,2812,1219069,20210113,NA,"OTHER"
"3769",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","INDEPENDENT",FALSE,1321,1219069,20210113,NA,"OTHER"
"3770",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,13133,1219069,20210113,NA,"LIBERTARIAN"
"3771",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","MYERS, JOHN RICHARD","LIFE AND LIBERTY PARTY",FALSE,1372,1219069,20210113,NA,"OTHER"
"3772",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,760647,1219069,20210113,NA,"REPUBLICAN"
"3773",2020,"ARKANSAS","AR",5,71,42,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",FALSE,1336,1219069,20210113,NA,"OTHER"
"3774",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,11110250,17500881,20210113,NA,"DEMOCRAT"
"3775",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,6006429,17500881,20210113,NA,"REPUBLICAN"
"3776",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,187895,17500881,20210113,NA,"LIBERTARIAN"
"3777",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,81029,17500881,20210113,NA,"OTHER"
"3778",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","AMERICAN INDEPENDENT",FALSE,60160,17500881,20210113,NA,"OTHER"
"3779",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PEACE & FREEDOM",FALSE,51037,17500881,20210113,NA,"OTHER"
"3780",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,2605,17500881,20210113,NA,"OTHER"
"3781",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","JANOS, JAMES G. ""JESSE VENTURA""","INDEPENDENT",TRUE,611,17500881,20210113,NA,"OTHER"
"3782",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","MARK CHARLES","INDEPENDENT",TRUE,559,17500881,20210113,NA,"OTHER"
"3783",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",TRUE,185,17500881,20210113,NA,"OTHER"
"3784",2020,"CALIFORNIA","CA",6,93,71,"US PRESIDENT","JOSEPH KISHORE","INDEPENDENT",TRUE,121,17500881,20210113,NA,"OTHER"
"3785",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,1804352,3279980,20210113,NA,"DEMOCRAT"
"3786",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,1364607,3279980,20210113,NA,"REPUBLICAN"
"3787",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,52460,3279980,20210113,NA,"LIBERTARIAN"
"3788",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,8986,3279980,20210113,NA,"OTHER"
"3789",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",FALSE,1035,3279980,20210113,NA,"OTHER"
"3790",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","ALLIANCE",FALSE,636,3279980,20210113,NA,"OTHER"
"3791",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,572,3279980,20210113,NA,"OTHER"
"3792",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","WEST, KANYE","INDEPENDENT",FALSE,8089,3279980,20210113,NA,"OTHER"
"3793",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,5061,3279980,20210113,NA,"OTHER"
"3794",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","HAMMONS, BILL","UNITY PARTY",FALSE,2730,3279980,20210113,NA,"OTHER"
"3795",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","HUBER, BLAKE","APPROVAL VOTING PARTY",FALSE,355,3279980,20210113,NA,"OTHER"
"3796",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",FALSE,25515,3279980,20210113,NA,"OTHER"
"3797",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","CHARLES, MARK","INDEPENDENT",FALSE,2011,3279980,20210113,NA,"OTHER"
"3798",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","COLLINS, PHIL","PROHIBITION PARTY",FALSE,568,3279980,20210113,NA,"OTHER"
"3799",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","HUNTER, PHIL","PROGRESSIVE PARTY",FALSE,379,3279980,20210113,NA,"OTHER"
"3800",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM","INDEPENDENT",FALSE,495,3279980,20210113,NA,"OTHER"
"3801",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","KENNEDY, ALYSON","SOCIALIST WORKERS PARTY",FALSE,354,3279980,20210113,NA,"OTHER"
"3802",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","KISHORE, JOSEPH","SOCIALIST EQUALITY PARTY",FALSE,196,3279980,20210113,NA,"OTHER"
"3803",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","KOPITKE, KYLE KENLEY","INDEPENDENT AMERICAN PARTY",FALSE,762,3279980,20210113,NA,"OTHER"
"3804",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","MCHUGH, JOE","INDEPENDENT",FALSE,614,3279980,20210113,NA,"OTHER"
"3805",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","SCOTT, JORDAN ""CANCER""","INDEPENDENT",FALSE,175,3279980,20210113,NA,"OTHER"
"3806",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","CELLA, TODD","INDEPENDENT",FALSE,4,3279980,20210113,NA,"OTHER"
"3807",2020,"COLORADO","CO",8,84,62,"US PRESIDENT","HOEFLING, TOM","NON-AFFILIATED",FALSE,24,3279980,20210113,NA,"OTHER"
"3808",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,1080831,1823857,20210113,NA,"DEMOCRAT"
"3809",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,714717,1823857,20210113,NA,"REPUBLICAN"
"3810",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,20230,1823857,20210113,NA,"LIBERTARIAN"
"3811",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,7538,1823857,20210113,NA,"OTHER"
"3812",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,219,1823857,20210113,NA,"OTHER"
"3813",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","CHARLES, MARK","INDEPENDENT",TRUE,11,1823857,20210113,NA,"OTHER"
"3814",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","KLOJZY, JEFFREY J.","",TRUE,0,1823857,20210113,NA,"OTHER"
"3815",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","WEINSTEIN, KARYNN KRILL","",TRUE,1,1823857,20210113,NA,"OTHER"
"3816",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","WELLS, KASEY","NON-AFFILIATED",TRUE,6,1823857,20210113,NA,"OTHER"
"3817",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","SIMMONS, MARY RUTH CARO","",TRUE,2,1823857,20210113,NA,"OTHER"
"3818",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","ALLIANCE",TRUE,13,1823857,20210113,NA,"OTHER"
"3819",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","HOWARD, SHAWN W.","",TRUE,12,1823857,20210113,NA,"OTHER"
"3820",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,22,1823857,20210113,NA,"OTHER"
"3821",2020,"CONNECTICUT","CT",9,16,1,"US PRESIDENT","WEST, KANYE","INDEPENDENT",TRUE,255,1823857,20210113,NA,"OTHER"
"3822",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","BELLAR, BARBARA","",TRUE,7,504346,20210113,NA,"OTHER"
"3823",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,87,504346,20210113,NA,"OTHER"
"3824",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",TRUE,5,504346,20210113,NA,"OTHER"
"3825",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","ROUSE, DEBORAH","",TRUE,1,504346,20210113,NA,"OTHER"
"3826",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","BALL, DENNIS ANDREW","",TRUE,3,504346,20210113,NA,"OTHER"
"3827",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",TRUE,14,504346,20210113,NA,"OTHER"
"3828",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,28,504346,20210113,NA,"OTHER"
"3829",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","WEST, KANYE","INDEPENDENT",TRUE,169,504346,20210113,NA,"OTHER"
"3830",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","WELLS, KASEY","NON-AFFILIATED",TRUE,1,504346,20210113,NA,"OTHER"
"3831",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","GIBSON, KATHRYN","",TRUE,1,504346,20210113,NA,"OTHER"
"3832",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","CHARLES, MARK","INDEPENDENT",TRUE,8,504346,20210113,NA,"OTHER"
"3833",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","WILLIAMS, MITCHELL","",TRUE,2,504346,20210113,NA,"OTHER"
"3834",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","BODDIE, R. PRESIDENT","INDEPENDENT",TRUE,1,504346,20210113,NA,"OTHER"
"3835",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM","INDEPENDENT",TRUE,2,504346,20210113,NA,"OTHER"
"3836",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","HOWARD, SHAWN W.","",TRUE,4,504346,20210113,NA,"OTHER"
"3837",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","CELLA, TODD","INDEPENDENT",TRUE,2,504346,20210113,NA,"OTHER"
"3838",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","HOEFLING, TOM","NON-AFFILIATED",TRUE,1,504346,20210113,NA,"OTHER"
"3839",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,296268,504346,20210113,NA,"DEMOCRAT"
"3840",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,200603,504346,20210113,NA,"REPUBLICAN"
"3841",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,5000,504346,20210113,NA,"LIBERTARIAN"
"3842",2020,"DELAWARE","DE",10,51,11,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,2139,504346,20210113,NA,"OTHER"
"3843",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",TRUE,317323,344356,20210113,NA,"DEMOCRAT"
"3844",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",TRUE,18586,344356,20210113,NA,"REPUBLICAN"
"3845",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",TRUE,2036,344356,20210113,NA,"LIBERTARIAN"
"3846",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","HAWKINS, HOWIE","DC STATEHOOD GREEN",TRUE,1726,344356,20210113,NA,"OTHER"
"3847",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","INDEPENDENT",TRUE,855,344356,20210113,NA,"OTHER"
"3848",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","","",TRUE,3137,344356,20210113,NA,"OTHER"
"3849",2020,"DISTRICT OF COLUMBIA","DC",11,53,55,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,693,344356,20210113,NA,"OTHER"
"3850",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,5297045,11067456,20210113,NA,"DEMOCRAT"
"3851",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,5668731,11067456,20210113,NA,"REPUBLICAN"
"3852",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,70324,11067456,20210113,NA,"LIBERTARIAN"
"3853",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,14721,11067456,20210113,NA,"OTHER"
"3854",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",FALSE,5712,11067456,20210113,NA,"OTHER"
"3855",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","ALLIANCE",FALSE,5966,11067456,20210113,NA,"OTHER"
"3856",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","HOWARD, SHAWN W.","",TRUE,9,11067456,20210113,NA,"OTHER"
"3857",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,3902,11067456,20210113,NA,"OTHER"
"3858",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","WELLS, KASEY","NON-AFFILIATED",TRUE,8,11067456,20210113,NA,"OTHER"
"3859",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","WALLS-WINDHAUSER, ANGELA","",TRUE,2,11067456,20210113,NA,"OTHER"
"3860",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,181,11067456,20210113,NA,"OTHER"
"3861",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,854,11067456,20210113,NA,"OTHER"
"3862",2020,"FLORIDA","FL",12,59,43,"US PRESIDENT","LABOCH, MICHAEL","",TRUE,1,11067456,20210113,NA,"OTHER"
"3863",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","BELLAR, BARBARA","",TRUE,10,4999960,20210113,NA,"OTHER"
"3864",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,701,4999960,20210113,NA,"OTHER"
"3865",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","BYRNE, DAVID","",TRUE,6,4999960,20210113,NA,"OTHER"
"3866",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","ROUSE, DEBORAH","",TRUE,1,4999960,20210113,NA,"OTHER"
"3867",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",TRUE,61,4999960,20210113,NA,"OTHER"
"3868",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",TRUE,159,4999960,20210113,NA,"OTHER"
"3869",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","HAWKINS, HOWIE","GREEN",TRUE,1013,4999960,20210113,NA,"OTHER"
"3870",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,181,4999960,20210113,NA,"OTHER"
"3871",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","WELLS, KASEY","NON-AFFILIATED",TRUE,6,4999960,20210113,NA,"OTHER"
"3872",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","GIBSON, KATHRYN","",TRUE,2,4999960,20210113,NA,"OTHER"
"3873",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","COLLINS, LOREN","",TRUE,11,4999960,20210113,NA,"OTHER"
"3874",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","CHARLES, MARK","INDEPENDENT",TRUE,65,4999960,20210113,NA,"OTHER"
"3875",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","SHERRILL, PETER","",TRUE,8,4999960,20210113,NA,"OTHER"
"3876",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","BODDIE, R. PRESIDENT","INDEPENDENT",TRUE,8,4999960,20210113,NA,"OTHER"
"3877",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","JACOB?FAMBRO, PRINCESS KHADIJAH MARYAM","INDEPENDENT",TRUE,7,4999960,20210113,NA,"OTHER"
"3878",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","HOWARD, SHAWN W.","",TRUE,5,4999960,20210113,NA,"OTHER"
"3879",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,2473633,4999960,20210113,NA,"DEMOCRAT"
"3880",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2461854,4999960,20210113,NA,"REPUBLICAN"
"3881",2020,"GEORGIA","GA",13,58,44,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,62229,4999960,20210113,NA,"LIBERTARIAN"
"3882",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,366130,579784,20210113,NA,"DEMOCRAT"
"3883",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,196864,579784,20210113,NA,"REPUBLICAN"
"3884",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,5539,579784,20210113,NA,"LIBERTARIAN"
"3885",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,3822,579784,20210113,NA,"OTHER"
"3886",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","PIERCE, BROCK","AMERICAN SHOPPING PARTY",FALSE,1183,579784,20210113,NA,"OTHER"
"3887",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,931,579784,20210113,NA,"OTHER"
"3888",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","BLANK VOTES","",FALSE,4927,579784,20210113,NA,"OTHER"
"3889",2020,"HAWAII","HI",15,95,82,"US PRESIDENT","OVERVOTES","",FALSE,388,579784,20210113,NA,"OTHER"
"3890",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,287021,868014,20210113,NA,"DEMOCRAT"
"3891",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,554119,868014,20210113,NA,"REPUBLICAN"
"3892",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,16404,868014,20210113,NA,"LIBERTARIAN"
"3893",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","HAWKINS, HOWIE","GREEN",TRUE,407,868014,20210113,NA,"OTHER"
"3894",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","PIERCE, BROCK","INDEPENDENT",FALSE,2808,868014,20210113,NA,"OTHER"
"3895",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","BLANKENSHIP, DON","CONSTITUTION PARTY",FALSE,1886,868014,20210113,NA,"OTHER"
"3896",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","DE LA FUENTE, ROQUE """"ROCKY""""","INDEPENDENT",FALSE,1491,868014,20210113,NA,"OTHER"
"3897",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","WEST, KANYE","INDEPENDENT",FALSE,3632,868014,20210113,NA,"OTHER"
"3898",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","PARTY FOR SOCIALISM AND LIBERATION",TRUE,49,868014,20210113,NA,"OTHER"
"3899",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",TRUE,163,868014,20210113,NA,"OTHER"
"3900",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","CELLA, TODD","INDEPENDENT",TRUE,1,868014,20210113,NA,"OTHER"
"3901",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","FRANKLIN, CHRIS","",TRUE,1,868014,20210113,NA,"OTHER"
"3902",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","HOEFLING, TOM","NON-AFFILIATED",TRUE,7,868014,20210113,NA,"OTHER"
"3903",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","HOWARD, SHAWN W.","",TRUE,4,868014,20210113,NA,"OTHER"
"3904",2020,"IDAHO","ID",16,82,63,"US PRESIDENT","SIMMONS, JADE","INDEPENDENT",TRUE,21,868014,20210113,NA,"OTHER"
"3905",2020,"ILLINOIS","IL",17,33,21,"US PRESIDENT","BIDEN, JOSEPH R. JR","DEMOCRAT",FALSE,3471915,6033743,20210113,NA,"DEMOCRAT"
"3906",2020,"ILLINOIS","IL",17,33,21,"US PRESIDENT","TRUMP, DONALD J.","REPUBLICAN",FALSE,2446891,6033743,20210113,NA,"REPUBLICAN"
"3907",2020,"ILLINOIS","IL",17,33,21,"US PRESIDENT","JORGENSEN, JO","LIBERTARIAN",FALSE,66544,6033743,20210113,NA,"LIBERTARIAN"
"3908",2020,"ILLINOIS","IL",17,33,21,"US PRESIDENT","HAWKINS, HOWIE","GREEN",FALSE,30494,6033743,20210113,NA,"OTHER"
"3909",2020,"ILLINOIS","IL",17,33,21,"US PRESIDENT","CARROLL, BRIAN","AMERICAN SOLIDARITY PARTY",FALSE,9548,6033743,20210113,NA,"OTHER"
